agenturid;agenturname;einrichtungsname;angebotsname;beschreibung;wertigkeit;plz;ort;kontaktierbar;avatar;anzahl_gesuche;anzahl_aktueller_vermittlungen;latitude;longitude;ortsteil;bearbeitet;erstellt;_angebotsId
360;AKTIVOLI Wandsbek Freiwilligenzentrum;Bürgerhaus in Meiendorf  e.V. (BIM);Aufbau eines Angebotes für Technische Hilfe (Repaircafe, Fahrradreparatur);"Das Stadtteilzentrum in Meindorf bietet eine große Anzahl von Kursen und Projekten. Immer wieder werden Personen gesucht, die neue Aktivitäten anbieten. Gedacht wird an eine handwerklich geschickte Person, die ein ""Repaircafe"" anbietet kann und hier leichte Fahrradreparaturen, wie z.B. Schlauch flicken, Bremsbeläge erneuern etc. durchführt, bzw. die entsprechenden Anleitungen hierzu gibt.";0;22145;;0;;0;0;53,6235;10,1633;Hamburg;1542285956;1528799940;141009
360;AKTIVOLI Wandsbek Freiwilligenzentrum;Bürgerhaus in Meiendorf  e.V. (BIM);Küche;<p>Das Statteilzentrum in Meiendorf sucht Personen, die bei Veranstaltungen leichte Aufgaben in der Küche übernehmen können. Hierzu gehört z. B. auch das Ausschänken von Getränken.</p>;0;22145;;0;;0;0;53,6235;10,1633;Hamburg;1542286005;1367836800;51668
455;Freiwilligenagentur Bergedorf;Amnesty International e.V., Bezirk Bergedorf;Aktiv werden für Menschenrechte;"<p>Unsere Gruppenmitglieder bestimmen in erster Linie selbst, wie die Tätigkeit aussieht.</p>

<p>Die Gruppe trifft sich einmal im Monat in der Lola, um ihre Aktivitäten zu planen. Man muß nicht an jedem Treffen teilnehmen, sollte aber regelmäßig kommen. Die Aktivitäten sind vielfältig. Oft haben wir Stände in der Fußgängerzone und  setzen uns z.B. für politische Gefangene, die Abschaffung der Todesstrafe, den Schutz vor Folter oder die Meinungs- und Pressefreiheit ein. Wir besuchen aber auch Schulen, organisieren Podiumsdiskussionen, nehmen am Reinbeker Weihnachtsmarkt und dem Wutzrockfestival teil und sind offen für neue Ideen! Ganz besonders wichtig ist uns, das alle Mitglieder ihre Ideen einbringen und neue Schwerpunkte setzen können! Man muss keine besonderen Fähikeiten wie Fremdsprachenkenntnisse mitbringen, wir freuen uns über jede Unterstützung.</p>";0;21465;;0;;0;0;53,5518;10,2433;Reinbek;1543833889;1496222820;119251
314;ASB Zeitspender-Agentur Hamburg;BürgerStiftung Hamburg;Mitmachen beim Children Kinderbeirat Hamburg der Bürgerstiftung Hamburg;"<p>Seid ihr interessiert daran, Kindern und Jugendlichen in Not zu helfen? Wollt ihr mitentscheiden wem und wie geholfen wird?<br>
Möchtet ihr, dass Eure Meinung zählt? Dann ist der Children Kinderbeirat Hamburg bestimmt etwas für Euch!!</p>

<p>Zweimal im Jahr trifft sich der Children Kinderbeirat Hamburg der BürgerStiftung Hamburg und vergibt Spenden an Organisationen, die jungen Menschen in Notlagen helfen. Zurzeit besteht er aus 15 Kindern und Jugendlichen im Alter von 10-18 Jahren, die entscheiden, wohin das Geld geht.</p>

<p>Der Children Kinderbeirat ist eine bunt gemischte Gruppe von Kindern und Jugendlichen aus ganz Hamburg. Die Sitzungen dauern zwei bis zweieinhalb Stunden und machen immer viel Spaß. Manchmal wird auch etwas gemeinsam außerhalb der Beiratssitzungen unternommen wie z.B.  Projektträger kennen lernen und die Kinder in den Projekten kennen lernen, interessante Führungen oder es wird der CHILDREN Kinderbeirat Hamburg auf Veranstaltungen präsentiert.</p>

<p>Wenn ihr euch auch engagieren wollt, meldet euch gerne bei uns in der Freiwilligenagentur. Wir beantworten erste Fragen und stellen den Kontakt zur Projektverantworlichen her.</p>

<p>Mehr Informationen und Kontakt findet ihr hier: <a href=""http://www.buergerstiftung-hamburg.de/projektfoerderung/projekte/kinderbeirat"" target=""_blank"">http://www.buergerstiftung-hamburg.de/projektfoerderung/projekte/kinderbeirat</a> oder auf Facebook: <a href=""https://www.facebook.com/kinderbeirathamburg"">https://www.facebook.com/kinderbeirathamburg</a></p>

<p> </p>";0;20095;;0;19525_avatar_4_118960.png;0;0;53,5487;9,99777;Hamburg;1543831451;1495534680;118960
313;Freiwilligennetzwerk Harburg;Kaspar-Hauser-Haus;Begleitung und Ausflüge für hilfebedürftige Personen;"<p style=""margin:0cm 0cm 8pt;""><span style=""font-size:11pt;""><span style=""line-height:107%;""><span style=""font-family:Calibri, sans-serif;"">Wir suchen für eine kleine Gruppe unserer Bewohner, die leider wenige oder keine Angehörige haben und daher kaum noch Besuch erhalten, eine feste und zuverlässige Kontaktperson, die</span></span></span><span style=""font-size:11pt;""><span style=""line-height:107%;""><span style=""font-family:Calibri, sans-serif;""> regelmäßig zu Besuch kommt, bei einem Bummel begleitet, Eis essen oder Kaffeetrinken geht, Ausflüge organisiert und begleitet.</span></span></span></p>

<p style=""margin:0cm 0cm 8pt;""><span style=""font-size:11pt;""><span style=""line-height:107%;""><span style=""font-family:Calibri, sans-serif;"">Die Bewohner haben eine geistige Behinderung, sind aber alle kontaktfreudig und verständig. Dabei relativ selbstständig in ihrem Auftreten und benötigen oftmals nur Zuspruch oder Erklärung,</span></span></span><span style=""font-size:11pt;""><span style=""line-height:107%;""><span style=""font-family:Calibri, sans-serif;""> um sich zurecht zu finden. Vertrauen ist gut und rasch aufgebaut. Wir würden die Kontakt- und Kennlernphase begleiten und Ihnen mit Rat und Tat beiseite stehen, um einen guten Zugang zum entsprechenden</span></span></span><span style=""font-size:11pt;""><span style=""line-height:107%;""><span style=""font-family:Calibri, sans-serif;""> Bewohner zu finden.</span></span></span></p>

<p style=""margin:0cm 0cm 8pt;""><span style=""font-size:11pt;""><span style=""line-height:107%;""><span style=""font-family:Calibri, sans-serif;"">In der Regel geht es den Betroffenen um die Begleitung und den Austausch bei Unternehmungen, die in Gesellschaft natürlich viel mehr Freude bereiten.</span></span></span></p>

<p style=""margin:0cm 0cm 8pt;""><span style=""font-size:11pt;""><span style=""line-height:107%;""><span style=""font-family:Calibri, sans-serif;"">Alle Personen sind freundliche und recht selbstständige Menschen, die vormittags einer Tätigkeit nachgehen und sich sehr über eine Kontaktperson in ihrer Freizeit freuen würden.</span></span></span></p>";0;21075;;0;;0;0;53,4621;9,94972;Hamburg;1543828908;1534147440;143012
455;Freiwilligenagentur Bergedorf;Sozialfelle - Hilfe für sozial benachteiligte Menschen und ihre Tiere e.V.;Häusliche Hilfen z.B.Gassigehen, Katzenkuscheln, Tiere füttern;"<p>Gesucht werden Freiwillige, die helfen wollen bedürftige Menschen dabei zu unterstützen, notwendige Tierarztkosten zu übernehmen, Fahrten zum Tierarzt zu organisieren und die Versorgung mit notwendigem Futter zu sichern, falls der Tierhalter den Einkauf nicht mehr selbst bewältigen kann.</p>

<p>Bei Krankheit oder Verhinderungen werden Gassigehen und eine fürsorgliche Betreuung durch Tiersitter und Pflegestellen angeboten.                         Hier wird nach Unterstützung von Tierfreundlichen Freiwililgen gesucht, die das vorhandene ehrenamtlich Team bereichern:</p>

<p>- als Katzensitter, der die Katzen in ihrer häuslichen Umgebung füttert, bekuschelt und das Katzenklo säubert,</p>

<p>- als Gassigänger, der den Hund ausführt oder</p>

<p>- als Chauffeur, der das eine oder andere kranke Tier zum Tierarzt fährt oder auch Futterspenden verteilt.</p>

<p> </p>";0;21029;;0;;0;0;53,4956;10,2269;Hamburg;1543841492;1543502100;148546
455;Freiwilligenagentur Bergedorf;Sozialfelle - Hilfe für sozial benachteiligte Menschen und ihre Tiere e.V.;Öffentlichkeitsarbeit, Aufklärung, Mitgliederwerbung;"<p>Gesucht werden Freiwillige, die helfen wollen bedürftige Menschen dabei zu unterstützen, notwendige Tierarztkosten zu übernehmen, Fahrten zum Tierarzt zu organisieren und die Versorgung mit notwendigem Futter zu sichern, falls der Tierhalter den Einkauf nicht mehr selbst bewältigen kann.</p>

<p>Gesucht werden tierfreundliche Freiwillige, die das Street-Team unterstützen Infostände auf diversen Tierschutzveranstaltungen, in Einkaufszentren sowie auf Messen und Straßenfesten zu vertreten, um Menschen auf die Problematik aufmerksam zu machen und über Hilfsmöglichkeiten aufzuklären. </p>

<p>Wer gern auf Menschen zugeht und kontaktfreudig ist, kann hierbei gern unterstützen.</p>";0;21029;;1;;0;0;53,4956;10,2269;Hamburg;1543841505;1542895560;148316
72;Freiwilligen Zentrum Hamburg;Museumsschiff Cap San Diego;Unterstützung im Museums-Shop der Cap San Diego;"Für den Verkauf in  unseren Museums -Shop auf der Überseebrücke, in unmittelbarer Nähe zum Schiff, suchen wir Unterstützung. Sie arbeiten zu zweit in einer Schicht von 4 Stunden, gerne zweimal im Monat von 10 - 14 Uhr oder 14 - 18 Uhr. Dafür müssen Sie sich verbindlich in unserem Einsatzplan festlegen.                          <br>
Wir freuen uns auf Ihr Verkaufstalent und Ihre Lust auf Menschen zuzugehen und auch auf deren unterschiedlichsten Fragen einzugehen. <br>
Die Einarbeitung erfolgt mit zwei Probearbeiten und einem anschließenden Feedback.<br><br>
Fühlen Sie sich angesprochen, dann nehmen Sie mit Frau Rädeker Tel.: 040- 37503311 Kontakt auf.";0;20459;;0;;0;0;53,5435;9,97767;Hamburg;1543844981;1482241740;110324
72;Freiwilligen Zentrum Hamburg;Museumsschiff Cap San Diego;Unterstützung auf dem Museumsschiff Cap San Diego;"Wir freuen uns auf weitere Unterstützung auf unserem Museumsschiff an der Überseebrücke. Sie sind zur See gefahren und haben einschlägige Erfahrungen im Seebetrieb, dann sind Sie herzlich bei uns willkommen. Sowohl an Deck als auch in der Maschine werden notwendige Wartungs-und Instandhaltungsarbeiten von der Crew durchgeführt, damit das Schiff fahrtüchtig bleibt. Jährlich bieten wir 8 - 10 Fahrten auf unserem Schiff an und suchen für die Ausfahrten und den dazugehörenden regelmäßigen vorbereitenden Arbeiten und Wartungen fachlich und kompetente ehrenamtliche Mitarbeiter.<br><br>
Fühlen Sie sich angesprochen, dann nehmen Sie mit Frau Rädeker Tel: 040- 37503311 Kontakt auf.";0;20459;;0;;0;0;53,5435;9,97767;Hamburg;1543844922;1482241680;110323
72;Freiwilligen Zentrum Hamburg;KomMig - Kompetenzzentrum Migration des Paritätischen Hamburg;Für Patinnen und Paten geflüchteter Menschen;"<p>Du bist bei uns herzlich willkommen, wenn du einmal wöchentlich, oder vierzehn - tägig eine Patenschaft mit einen Geflüchteten, ab dem 18 Lebensjahr, ehrenamtlich übernehmen möchtest.<br>
Du erleichterst in dieser ehrenamtlichen Aufgabe das Ankommen in unserer Stadt und zeigst mit deinem Verhalten, das Gemeinsamkeiten wichtiger sind als Unterschiede. Menschen wie du sind wichtig, damit gesellschaftliche Veränderungenn aktiv vorgelebt werden.</p>

<p>Alle weiteren Informationen erteilt Herr Willems per Mail: <a href=""mailto:jann.willems@paritaet-hamburg.de"">jann.willems@paritaet-hamburg.de</a> .<br>
 </p>

<p> </p>";0;20097;;0;;0;0;53,5528;10,0129;Hamburg;1543841945;1543840800;148624
313;Freiwilligennetzwerk Harburg;"Bücherhallen Hamburg ""Dialog in Deutsch""";Gruppenleiter/in für interkulturelle Gesprächsgruppen;"<p>Die Gesprächsgruppen ‚Dialog in Deutsch‘ finden stadtweit in allen 32 Stadtteilbibliotheken und in der Zentralbibliothek statt: Jede Woche können Zugewanderte in rund 108 Gesprächsgruppen gemeinsam Deutsch trainieren und Menschen kennenlernen.</p>

<p>Die Gruppen sind offen und kostenlos für alle. Eine Anmeldung und Registrierung sind nicht notwendig, es gibt keine Tests oder Prüfungen. Für Sprachanfänger, Frauen und junge Erwachsene werden spezielle Gruppen angeboten.</p>

<p>Die Bücherhallen sind für die Teilnehmenden ein attraktiver Ort der Begegnung: öffentlich und gleichzeitig geschützt, bildungsnah mit Zugang zu modernsten Medien, aber kein Lehrbetrieb, politisch und religiös neutral. In angenehmer Atmosphäre können in den Gesprächsgruppen Erfahrungen ausgetauscht und Kontakte geknüpft werden. Das Motto lautet: angekommen – angenommen. Dabei steht die Freude am praktischen Umgang mit der Sprache im Vordergrund. Die Gruppen, gekennzeichnet durch eine multi-ethnische Vielfalt, werden von Ehrenamtlichen geleitet, die kontinuierlich fachlich geschult und unterstützt werden.</p>

<p>Jede Gruppe wird von einem Team, bestehend aus mindestens zwei Personen, moderiert. Es werden kontinuierlich für verschiedene Gruppen Freiwillige zur Unterstützung der Teams gesucht. Eine wichtige Voraussetzung für dieses Engagement sind Offenheit und Verständnis für die besondere Lebenssituation von Menschen mit Migrationshintergrund, gern auch aus eigener Erfahrung (keine Bedingung). Die Freiwilligen sollten Freude am kulturellen Austausch haben, gerne im Team tätig sein und über ein hohes Maß an Kommunikationsfähigkeit und Kontaktfreude verfügen. Eine längerfristige Zusammenarbeit mit den Ehrenamtlichen ist erwünscht (mindestens ein Jahr).</p>";0;;;0;;10;4;;;;1543570925;1335857760;43260
357;Freiwilligenagentur Nord;Flüchtlingshilfe Harvestehude e.V.;Fahrradwerkstatt in Harvestehude;"<p>Wir sind ein in 2014 gegründeter gemeinnütziger Verein, der gemäß Satzung das vorrangige Ziel hat, Geflüchtete so nachhaltig wie möglich darin zu unterstützen, in Hamburg eine neue Heimat zu finden.</p>

<p>Wir suchen Freiwillige für die Fahrradwerkstatt in Harvestehude. Die Fahrradwerkstatt hat an drei Nachmittagen geöffnet. Es werden Menschen gesucht, die Spaß daran haben, gemeinsam mit den Geflüchteten Fahrräder aufzubereiten und instandzusetzen. Gearbeitet wird in Dreierteams. Wir suchen zwar handwerklich begabte Menschen (ab 18 Jahren), jedoch müssen sie keineswegs Profi sein oder besondere Vorkenntnisse mitbringen. Alles kann bei uns unter fachkundiger Anleitung neu angeeignet werden. Die Bewohner bekommen nach Terminvergabe, um gemeinsam mit Ihnen ihre Fahrräder zu reparieren und erste Fahrübungen zu machen.</p>

<p><strong>Zeitlicher Rahmen: </strong>3 Std/ Woche, dienstags und mittwochs 15-18 Uhr, freitags 16 bis 19 Uhr.</p>";0;20149;;0;;0;0;53,5764;9,99513;Hamburg;1543570370;1498836240;121399
357;Freiwilligenagentur Nord;f & w fördern und wohnen AöR;Freiwillige als Behördenbegleiter/in gesucht;"<p>In unserer Einrichtung in Fuhlsbüttel leben rund 300 Zuwanderer, Flüchtlinge und Asylbewerber aus 18 Nationen. Unsere Bewohnerinnen und Bewohner sowie unser Unterkunfts- und Sozialmanagement werden von zahlreichen Freiwilligen unterstützt. Zu den Angeboten zählen Ausflüge in die Umgebung, Begleitung zu Behörden, Deutschkurse, Hausaufgabenhilfe, Kinderclub, Kleiderkammer und noch vieles mehr.</p>

<p>Wir suchen Freiwillige, die unsere Bewohnerinnen und Bewohner zu Behörden, Ärzten oder zum Jobcenter begleiten und sie beim ""Finden von Wegen"" unterstützen. Wir möchten einen Pool an Begleiterinnen und Begleitern aufbauen, um bei Terminbedarf die Begleitung anbieten zu können. Sie sollten sehr gute Englischkenntnisse (oder Arabisch-Kenntnisse) mitbringen und über Geduld, Einfühlungs- und Durchsetzungsvermögen verfügen. Interkulturelle Kompetenzen sind vorteilhaft.</p>

<p><strong>Zeitlicher Rahmen</strong>: nach Bedarf und Termin in der Behörde; in der Woche.</p>";0;22335;;0;;0;0;53,6263;10,0161;Hamburg;1543501200;1434548040;73420
357;Freiwilligenagentur Nord;f & w fördern und wohnen AöR;Kindergruppe in einer Flüchtlingsunterkunft betreuen;"<p>In unserer Einrichtung in Harvestehude leben rund 200 Zuwanderer, Flüchtlinge und Asylbewerber aus verschiedenen Nationen. Darunter auch viele Kinder. Unsere Bewohnerinnen und Bewohner sowie unser Unterkunfts- und Sozialmanagement werden von zahlreichen Freiwilligen unterstützt.</p>

<p>Wir suchen Freiwillige für unsere Kindergruppen. Von Montag bis Samstag bietet ein Team von Freiwilligen in der Zeit von 16°° bis 18°° Uhr Betreuung der Kinder (0-6 Jahre) der Bewohner an. Sie können mit den Kindern spielen, sich bewegen, gemeinsam lesen oder kreativ werden. Es gibt viele Möglichkeiten! Außerdem haben wir eine Schülergruppe (Grundschule), die sich über Hilfe bei den Hausaufgaben freuen.</p>

<p>Sie sollten Geduld und Einfühlungsvermögen mitbringen und Erfahrungen im Umgang mit Kindern haben.</p>

<p><strong>Zeitlicher Rahmen</strong>: Mo. - Sa. von 16°° - 18°° Uhr.</p>";0;20149;;0;;0;0;53,5767;9,9946;Hamburg;1543500240;1464079680;97987
357;Freiwilligenagentur Nord;f & w fördern und wohnen AöR;Teestube betreuen;"<p>Wir sind eine Anstalt des öffentlichen Rechts und bieten Dienstleistungen für Menschen, die sich in einer sozialen Notlage befinden und sich nicht ausreichend selbst helfen können. Diese Menschen finden bei uns ein vorübergehendes oder dauerhaftes Zuhause sowie professionelle Unterstützung. In unserer Einrichtung in Harvestehude leben rund 200 Zuwanderer, Flüchtlinge und Asylbewerber aus verschiedenen Nationen. Darunter viele Familien mit Kindern. Unsere Bewohnerinnen und Bewohner sowie unser Unterkunfts- und Sozialmanagement werden von zahlreichen Freiwilligen unterstützt.</p>

<p>Wir suchen Freiwillige für unsere Teestube. Während die Kinder in der Kindergruppe spielen, bietet ein Team von Freiwilligen den Erwachsenen die Möglichkeit, in der Teestube zu sein, etwas zu trinken und in netter Atmosphäre zu plaudern und in Kontakt zu kommen. Für dieses tägliche Angebot suchen wir noch Freiwillige, die mit den Besucherinnen und Besucher reden und eine nette Atmosphäre ermöglichen. Wir freuen uns auch sehr über männliche Freiwillige, die zu dem Team dazustoßen möchten. Aber das Angebot ist für alle Freiwilligen offen.</p>

<p>Darüber hinaus haben wir noch viele weitere Engagement-Möglichkeiten. Sie können Sie gern bei uns melden, um ein passendes Engagement zu finden!</p>

<p>Sie sollten den Umgang mit Menschen mögen und teamfähig sein.</p>

<p><strong>Zeitlicher Rahmen</strong>: 1x alle 14 Tage; Mo.-Sa. von 16°° - 19°° Uhr, donnerstags nur für Frauen.</p>";0;20149;;0;;0;3;53,5767;9,9946;Hamburg;1543500043;1464079680;97993
314;ASB Zeitspender-Agentur Hamburg;LichtwarkSchule gemeinnützige UG;Künstler in Kunstkursen für Kinder begleiten und unterstützen;"<p>Die LichtwarkSchule bietet Kunstkurse für Kinder im Alter von 5 - 12 Jahren in Stadtteilen mit Entwicklungsbedarf an. Die Kurse finden regelmäßig in der Vor- und Grundschule, am Vor- und Nachmittag statt. Die Lichtwarkschule kooperiert u.a. mit Grundschulen und Kultureinrichtungen in Dulsberg, Langenhorn, Osdorf und auf der Veddel.</p>

<p>Hierfür suchen wir Ehrenamtliche, die die Künstler*Innen in den Kursen unterstützen!</p>

<p>Welche Aufgaben kommen auf Sie zu?</p>

<ul><li>pädagogische Begleitung und Unterstützung der Kinder im Kurs (Ansprache, Wahrnehmungsübung, Ermutigung, Beruhigung, Sprechen über Fantasie und Empfindungen, Anregungen zum kreativen Gestalten geben und den schöpferischen Prozess bei Bedarf sprachlich oder beobachtend begleiten)</li>
	<li>organisatorische Unterstützung des/der Künstlers/in im Kurs (Raum und Angebot vor Ort vor- und nachbereiten: Materialien verteilen / einsammeln,präparieren; Tische, Stühle ggfs. umstellen)</li>
	<li>Begleitung der 2 - 3 jährlichen Museumsbesuche gemeinsam mit Künstler/in und Eltern</li>
	<li>Aufbauhilfe bei Ausstellung der Werke der Kinder, 1 - 2x am Ende des Schuljahres</li>
	<li>Unterstützung des Künstlers beim jährlichen Kinderfest im Museum für Völkerkunde am Ende des Schuljahres</li>
	<li>zeitlicher Einsatz:1x pro Woche für 2 - 3h für ein Schuljahr, Beginn im Halbjahr evtl. möglich</li>
</ul><p>Wo und wann wird gerade Unterstützung gesucht?</p>

<ul><li>In <strong>Dulsberg</strong>, Bandwirkerstraße: Dienstag 8:30 - 11 Uhr</li>
	<li>Auf der <strong>Veddel</strong>, Katenheide: Mittwoch, Donnerstag oder Freitag, jeweils von 8:30 - 11 Uhr</li>
	<li>In <strong>Langenhorn</strong>, Neuberger Weg: Montag von 14 - 18 Uhr (oder von 14 - 16 bzw. 16 - 18 Uhr)</li>
	<li>In <strong>Osdorf</strong>, Kroonhorst: Mittwoch 14 - 16 Uhr</li>
</ul><p>Was sollten Sie idealerweise mitbringen?</p>

<ul><li>pädagogische Erfahrung mit Kinder(gruppe)n im Alter von 5 - 12 Jahren (auch durch ehrenamtliches Engagement)</li>
	<li>Interesse an Kunstvermittlung</li>
	<li>Freude und Geduld in der Arbeit mit Kindern im kreativen Bereich</li>
	<li>Zuverlässigkeit für regelmäßiges, längerfristiges Engagement</li>
	<li>Teamfähigkeit in Zusammenarbeit mit Künstler/in</li>
	<li>Empathie und kulturelle Aufgeschlossenheit</li>
	<li>sehr gute Deutschkenntnisse</li>
	<li>einwandfreies polizeiliches Führungszeugnis (wenn Sie Fragen zu haben, sprechen Sie uns gerne an!)</li>
</ul>
Was bieten wir Ihnen?

<ul><li>Treffen zum Erfahrungsaustausch mit anderen Ehrenamtlichen</li>
	<li>kostenlose Teilnahme an internen Fortbildungsangeboten</li>
	<li>Erstattung von Fahrtkosten</li>
	<li>Unfall- und Haftpflichtversicherung</li>
	<li>Bescheinigung über ehrenamtliches Engagement</li>
	<li>verlässliche Ansprechpartnerin in LichtwarkSchule</li>
</ul><p>Wenn Sie sich für dieses Engagement interessieren, melden Sie sich gerne in der Freiwilligenagentur. Wir beantworten gerne erste Fragen und stellen den Kontakt zur Projektkoordinatorin her.</p>";0;;;0;;15;8;;;;1543501908;1433168580;72376
357;Freiwilligenagentur Nord;Zeit für Zukunft   Mentoren für Kinder e.V.;Mentoren für Kinder und Jugendliche;"<p>Wir vermitteln Patenschaften für Kinder im Alter zwischen sechs und 16 Jahren in ganz Hamburg. Denn nicht alle Kinder haben die gleichen guten Startbedingungen im Leben. Da kann es helfen, wenn noch eine Bezugsperson außerhalb von Elternhaus und Schule für sie da ist. Jemand, mit dem sie Schönes erleben, aber auch ihre Sorgen teilen können. Zusammen machen sie Erfahrungen, die beide Seiten bereichern: Etwa indem sie Hamburg noch besser kennenlernen oder in Kontakt kommen mit anderen Familien, Kulturen, Sprachen und Glaubensrichtungen. Kind und Mentor (ab 18 Jahren) treffen sich zwei - bis viermal im Monat; mindestens ein Jahr lang, mit Option auf Verlängerung. Die gemeinsam verbrachte Zeit stärkt das Selbstvertrauen des Kindes, motiviert und verbessert Kommunikationsfähigkeit und Bildungschancen. Der Mentor ist Vertrauensperson, Mutmacher und Förderer zugleich. Und er wirkt als Rollenvorbild: Deshalb bekommen Mädchen eine Mentorin und Jungen einen Mentor.</p>

<p>Wir legen großen Wert auf sorgfältig vermittelte und professionell betreute Patenschaften. Die Mentoren durchlaufen ein mehrstufiges Auswahlverfahren und nehmen an einem Einführungsworkshop teil. Je nach Persönlichkeit, Interessen und Wohnort stellen wir passende Tandems aus Kind und Mentor zusammen. Die Freiwilligen sollten Spaß im Umgang mit Kindern und Jugendlichen haben. Geduld und Zuverlässigkeit sind Grundvoraussetzungen für die Übernahme einer Patenschaft. Es werden regelmäßig Infoabende angeboten.</p>

<p>Unsere nächste Infoveranstaltung findet am Montag, den 14. Januar 2019 um 19:00 Uhr in unserem Büro statt.</p>

<p><strong>Zeitlicher Rahmen</strong>: zwei - bis viermal im Monat, ca. 8 - 10 Stunden; mindestens ein Jahr lang.</p>";0;20146;;0;;0;0;53,5683;9,98124;Hamburg;1543504818;1457018400;94410
313;Freiwilligennetzwerk Harburg;Deutscher Kinderschutzbund - Patenschaften für unbegleitete minderjährige Geflüchtete;Patenschaften für unbegleitete minderjährige Geflüchtete;"<p>Die an unser Projekt angebundenen Ehrenamtlichen werden für ihre Tätigkeit als Pat*in geschult und fachlich begleitet, damit sie die Jugendlichen bestmöglich unterstützen können. Mit einem konstanten 1:1-Beziehungsangebot helfen die Pat*innen den Jugendlichen beim Ankommen in Hamburg. Ziel des Projektes ist dabei die Integration der jugendlichen Geflüchteten in die Mehrheitsgesellschaft.</p>

<p>Inhaltlich und zeitlich kann die Patenschaft ganz individuell nach Bedarfen und Möglichkeiten gestaltet werden: etwas Schönes gemeinsam in der Freizeit zu unternehmen, Deutsch zu lernen oder bei lebenspraktischen Angelegenheiten zu unterstützen – dies sind nur einige der Möglichkeiten, die Patenschaft konkret zu gestalten. Durch die kontinuierliche Beziehung zu engagierten Ehrenamtlichen besteht für die jungen Menschen die Möglichkeit, nach einer oft sehr unsicheren und belastenden Lebenssituation wieder Vertrauen zu gewinnen. Erfahrungsgemäß profitieren die Jugendlichen in großem Maß davon, dass ein*e Pat*in sich Zeit für sie nimmt, etwas mit ihnen unternimmt, ihnen zuhört und sich für sie einsetzt. Aus der Patenschaft ergeben sich keine rechtlichen Verbindlichkeiten und keine Aufnahme des Jugendlichen in den eigenen Haushalt.</p>

<p>Seit Projektbeginn im September 2016 werden etwa 90 geflüchtete Jugendliche, hauptsächlich aus Afghanistan, Eritrea und Somalia, von ehrenamtlichen Patinnen persönlich unterstützt.</p>";0;20259;;0;;0;0;53,5691;9,9616;Hamburg;1543568128;1521633720;137370
357;Freiwilligenagentur Nord;Kita Hölderlinsallee;Singpaten gesucht!;"<p>In unserer Kita in Winterhude betreuen wir Kinder von 2,5 Jahren bis zum Schuleintritt. Wir haben ebenfalls Plätze für Kinder mit Frühförderbedarf. Wir sind umgeben von vielen Spielplätzen und nutzen auch das Gelände von Kampnagel für unsere Ausflüge - wir kooperieren sogar bei einzelnen Theaterprojekten. Für uns steht die Selbständigkeitsentwicklung der Kinder im Vordergrund. Durch vielfältige Angebote (Singen, Schwimmen, Waldwoche, Kinder-Reise, Spiel, Forschen, Bewegung, Kunst) wollen wir den Kindern die Möglichkeit bieten, die Welt und den Stadtteil zu entdecken.</p>

<p>Wir suchen Ehrenamtliche, die einmal pro Woche mit einer Gruppe von Kindern in unserer Kita singen. Die Kinder sind 2,5 - 7 Jahre alt. Mit mehreren Freiwilligen treffen Sie sich dienstags von 10°° - 11°° Uhr in der Kita. Sie singen gemeinsam mit ca. 14 Kindern, zwei weiteren Singpaten und einer Erzieherin Kinderlieder und Lieder aus dem Volksgut. Dabei stehen das gemeinsame Musizieren und die Freude am Singen im Mittelpukt.</p>

<p>Es werden keine besonderen Kenntnisse erwartet: Sie sollten Freude am Singen und an Kinder haben und evtl. Kenntnisse von Liedgut. Sie lernen die Gruppe in einer Probestunde kennen und entscheiden anschließend, ob Sie mit uns singen möchten.</p>

<p><strong>Zeitlicher Rahmen</strong>: dienstags, von 10°° - 11°°.</p>";0;22303;;0;;0;0;53,5841;10,0219;Hamburg;1543506143;1526563200;140350
72;Freiwilligen Zentrum Hamburg;Altonaer Museum. Stiftung Historische Museen Hamburg;"""Freiwillige für die digitale Bildverwaltung in der Fotografie""";"Das Fotostudio des Altonaer Museum freut sich über Unterstützung von einem jüngeren Freiwilligen, der/ die fit am Computer ( Bildverarbeitungs-&amp; Bildverarbeitungsprogrammen ) ist. Da es auch um das Handling mit inventarisierten Objekten geht, ist ein sorgfältiger und gewissenhafter Umgang notwendig. Die Tätigkeit ist das Einscannen von Glas-Negativen und die Recherche/ Einarbeitung der digitalen Bildvorlagen in unsere Datenbank. Es steht ein Computerplatz bereit, der in Absprache von Mo - Fr in der Zeit von 10-13h und 14-17h genutz werden kann.  Der Zeitaufwand der Tätigkeit liegt bei 3 Std. in der Woche. Die Einsatzzeiten sind invividuell abzustimmen und den Wünschen der Ehrenamtlichen angepasst.";0;22765;;0;;0;0;53,549;9,93463;Hamburg;1543845104;1478699460;107066
